text,textLen,wordCount,features,scaledFeatures,tokenizedWordsString
"“That’s none of _your_ business, Two!” said Seven.",50,8,"[50.0,8.0]","[0.2505796397109314,-0.053367081183699316]","[“that’s, none, of, _your_, business,, two!”, said, seven.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Yes, it _is_ his business!” said Five, “and I’ll tell him—it was for",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[“yes,, it, _is_, his, business!”, said, five,, “and, i’ll, tell, him—it, was, for]"
bringing the cook tulip-roots instead of onions.”,49,7,"[49.0,7.0]","[0.21663654498905804,-0.23533769979829575]","[bringing, the, cook, tulip-roots, instead, of, onions.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"Seven flung down his brush, and had just begun “Well, of all the unjust",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[seven, flung, down, his, brush,, and, had, just, begun, “well,, of, all, the, unjust]"
"things—” when his eye chanced to fall upon Alice, as she stood watching",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[things—”, when, his, eye, chanced, to, fall, upon, alice,, as, she, stood, watching]"
"them, and he checked himself suddenly: the others looked round also,",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[them,, and, he, checked, himself, suddenly:, the, others, looked, round, also,]"
and all of them bowed low.,26,6,"[26.0,6.0]","[-0.5640546336140292,-0.4173083184128922]","[and, all, of, them, bowed, low.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Would you tell me,” said Alice, a little timidly, “why you are",63,12,"[63.0,12.0]","[0.6918398710952851,0.6745153932746865]","[“would, you, tell, me,”, said, alice,, a, little, timidly,, “why, you, are]"
painting those roses?”,22,3,"[22.0,3.0]","[-0.6998270125015227,-0.9632201742566815]","[painting, those, roses?”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"Five and Seven said nothing, but looked at Two. Two began in a low",66,14,"[66.0,14.0]","[0.7936691552609052,1.0384566305038794]","[five, and, seven, said, nothing,, but, looked, at, two., two, began, in, a, low]"
"voice, “Why the fact is, you see, Miss, this here ought to have been a",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[voice,, “why, the, fact, is,, you, see,, miss,, this, here, ought, to, have, been, a]"
"_red_ rose-tree, and we put a white one in by mistake; and if the Queen",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[_red_, rose-tree,, and, we, put, a, white, one, in, by, mistake;, and, if, the, queen]"
"was to find it out, we should all have our heads cut off, you know. So",70,16,"[70.0,16.0]","[0.9294415341483986,1.4023978677330722]","[was, to, find, it, out,, we, should, all, have, our, heads, cut, off,, you, know., so]"
"you see, Miss, we’re doing our best, afore she comes, to—” At this",66,13,"[66.0,13.0]","[0.7936691552609052,0.8564860118892829]","[you, see,, miss,, we’re, doing, our, best,, afore, she, comes,, to—”, at, this]"
"moment Five, who had been anxiously looking across the garden, called",69,11,"[69.0,11.0]","[0.8954984394265252,0.49254477466009]","[moment, five,, who, had, been, anxiously, looking, across, the, garden,, called]"
out “The Queen! The Queen!” and the three gardeners instantly threw,67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[out, “the, queen!, the, queen!”, and, the, three, gardeners, instantly, threw]"
"themselves flat upon their faces. There was a sound of many footsteps,",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[themselves, flat, upon, their, faces., there, was, a, sound, of, many, footsteps,]"
"and Alice looked round, eager to see the Queen.",47,9,"[47.0,9.0]","[0.14875035554531132,0.1286035374308971]","[and, alice, looked, round,, eager, to, see, the, queen.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
First came ten soldiers carrying clubs; these were all shaped like the,70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[first, came, ten, soldiers, carrying, clubs;, these, were, all, shaped, like, the]"
"three gardeners, oblong and flat, with their hands and feet at the",66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[three, gardeners,, oblong, and, flat,, with, their, hands, and, feet, at, the]"
corners: next the ten courtiers; these were ornamented all over with,68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[corners:, next, the, ten, courtiers;, these, were, ornamented, all, over, with]"
"diamonds, and walked two and two, as the soldiers did. After these came",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[diamonds,, and, walked, two, and, two,, as, the, soldiers, did., after, these, came]"
"the royal children; there were ten of them, and the little dears came",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[the, royal, children;, there, were, ten, of, them,, and, the, little, dears, came]"
"jumping merrily along hand in hand, in couples: they were all",61,11,"[61.0,11.0]","[0.6239536816515383,0.49254477466009]","[jumping, merrily, along, hand, in, hand,, in, couples:, they, were, all]"
"ornamented with hearts. Next came the guests, mostly Kings and Queens,",70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[ornamented, with, hearts., next, came, the, guests,, mostly, kings, and, queens,]"
and among them Alice recognised the White Rabbit: it was talking in a,69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[and, among, them, alice, recognised, the, white, rabbit:, it, was, talking, in, a]"
"hurried nervous manner, smiling at everything that was said, and went",69,11,"[69.0,11.0]","[0.8954984394265252,0.49254477466009]","[hurried, nervous, manner,, smiling, at, everything, that, was, said,, and, went]"
"by without noticing her. Then followed the Knave of Hearts, carrying",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[by, without, noticing, her., then, followed, the, knave, of, hearts,, carrying]"
"the King’s crown on a crimson velvet cushion; and, last of all this",67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[the, king’s, crown, on, a, crimson, velvet, cushion;, and,, last, of, all, this]"
"grand procession, came THE KING AND QUEEN OF HEARTS.",52,9,"[52.0,9.0]","[0.31846582915467814,0.1286035374308971]","[grand, procession,, came, the, king, and, queen, of, hearts.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
Alice was rather doubtful whether she ought not to lie down on her face,71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[alice, was, rather, doubtful, whether, she, ought, not, to, lie, down, on, her, face]"
"like the three gardeners, but she could not remember ever having heard",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[like, the, three, gardeners,, but, she, could, not, remember, ever, having, heard]"
"of such a rule at processions; “and besides, what would be the use of a",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[of, such, a, rule, at, processions;, “and, besides,, what, would, be, the, use, of, a]"
"procession,” thought she, “if people had all to lie down upon their",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[procession,”, thought, she,, “if, people, had, all, to, lie, down, upon, their]"
"faces, so that they couldn’t see it?” So she stood still where she was,",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[faces,, so, that, they, couldn’t, see, it?”, so, she, stood, still, where, she, was,]"
and waited.,11,2,"[11.0,2.0]","[-1.0732010544421295,-1.145190792871278]","[and, waited.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"When the procession came opposite to Alice, they all stopped and looked",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[when, the, procession, came, opposite, to, alice,, they, all, stopped, and, looked]"
"at her, and the Queen said severely “Who is this?” She said it to the",69,15,"[69.0,15.0]","[0.8954984394265252,1.2204272491184758]","[at, her,, and, the, queen, said, severely, “who, is, this?”, she, said, it, to, the]"
"Knave of Hearts, who only bowed and smiled in reply.",52,10,"[52.0,10.0]","[0.31846582915467814,0.31057415604549354]","[knave, of, hearts,, who, only, bowed, and, smiled, in, reply.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Idiot!” said the Queen, tossing her head impatiently; and, turning to",70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[“idiot!”, said, the, queen,, tossing, her, head, impatiently;, and,, turning, to]"
"Alice, she went on, “What’s your name, child?”",46,8,"[46.0,8.0]","[0.11480726082343795,-0.053367081183699316]","[alice,, she, went, on,, “what’s, your, name,, child?”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“My name is Alice, so please your Majesty,” said Alice very politely;",69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[“my, name, is, alice,, so, please, your, majesty,”, said, alice, very, politely;]"
"but she added, to herself, “Why, they’re only a pack of cards, after",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[but, she, added,, to, herself,, “why,, they’re, only, a, pack, of, cards,, after]"
all. I needn’t be afraid of them!”,34,7,"[34.0,7.0]","[-0.29250987583904237,-0.23533769979829575]","[all., i, needn’t, be, afraid, of, them!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“And who are _these?_” said the Queen, pointing to the three gardeners",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[“and, who, are, _these?_”, said, the, queen,, pointing, to, the, three, gardeners]"
"who were lying round the rose-tree; for, you see, as they were lying on",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[who, were, lying, round, the, rose-tree;, for,, you, see,, as, they, were, lying, on]"
"their faces, and the pattern on their backs was the same as the rest of",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[their, faces,, and, the, pattern, on, their, backs, was, the, same, as, the, rest, of]"
"the pack, she could not tell whether they were gardeners, or soldiers,",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[the, pack,, she, could, not, tell, whether, they, were, gardeners,, or, soldiers,]"
"or courtiers, or three of her own children.",43,8,"[43.0,8.0]","[0.012977976657817879,-0.053367081183699316]","[or, courtiers,, or, three, of, her, own, children.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“How should _I_ know?” said Alice, surprised at her own courage. “It’s",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[“how, should, _i_, know?”, said, alice,, surprised, at, her, own, courage., “it’s]"
no business of _mine_.”,23,4,"[23.0,4.0]","[-0.6658839177796493,-0.781249555642085]","[no, business, of, _mine_.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"The Queen turned crimson with fury, and, after glaring at her for a",67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[the, queen, turned, crimson, with, fury,, and,, after, glaring, at, her, for, a]"
"moment like a wild beast, screamed “Off with her head! Off—”",60,11,"[60.0,11.0]","[0.590010586929665,0.49254477466009]","[moment, like, a, wild, beast,, screamed, “off, with, her, head!, off—”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Nonsense!” said Alice, very loudly and decidedly, and the Queen was",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[“nonsense!”, said, alice,, very, loudly, and, decidedly,, and, the, queen, was]"
silent.,7,1,"[7.0,1.0]","[-1.2089734333296231,-1.3271614114858743]",[silent.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"The King laid his hand upon her arm, and timidly said “Consider, my",67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[the, king, laid, his, hand, upon, her, arm,, and, timidly, said, “consider,, my]"
dear: she is only a child!”,27,6,"[27.0,6.0]","[-0.5301115388921559,-0.4173083184128922]","[dear:, she, is, only, a, child!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"The Queen turned angrily away from him, and said to the Knave “Turn",67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[the, queen, turned, angrily, away, from, him,, and, said, to, the, knave, “turn]"
them over!”,11,2,"[11.0,2.0]","[-1.0732010544421295,-1.145190792871278]","[them, over!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"The Knave did so, very carefully, with one foot.",48,9,"[48.0,9.0]","[0.18269345026718467,0.1286035374308971]","[the, knave, did, so,, very, carefully,, with, one, foot.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Get up!” said the Queen, in a shrill, loud voice, and the three",64,13,"[64.0,13.0]","[0.7257829658171584,0.8564860118892829]","[“get, up!”, said, the, queen,, in, a, shrill,, loud, voice,, and, the, three]"
"gardeners instantly jumped up, and began bowing to the King, the Queen,",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[gardeners, instantly, jumped, up,, and, began, bowing, to, the, king,, the, queen,]"
"the royal children, and everybody else.",39,6,"[39.0,6.0]","[-0.12279440222967557,-0.4173083184128922]","[the, royal, children,, and, everybody, else.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Leave off that!” screamed the Queen. “You make me giddy.” And then,",68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[“leave, off, that!”, screamed, the, queen., “you, make, me, giddy.”, and, then,]"
"turning to the rose-tree, she went on, “What _have_ you been doing",66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[turning, to, the, rose-tree,, she, went, on,, “what, _have_, you, been, doing]"
here?”,6,1,"[6.0,1.0]","[-1.2429165280514964,-1.3271614114858743]",[here?”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“May it please your Majesty,” said Two, in a very humble tone, going",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[“may, it, please, your, majesty,”, said, two,, in, a, very, humble, tone,, going]"
"down on one knee as he spoke, “we were trying—”",47,10,"[47.0,10.0]","[0.14875035554531132,0.31057415604549354]","[down, on, one, knee, as, he, spoke,, “we, were, trying—”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“_I_ see!” said the Queen, who had meanwhile been examining the roses.",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[“_i_, see!”, said, the, queen,, who, had, meanwhile, been, examining, the, roses.]"
"“Off with their heads!” and the procession moved on, three of the",65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[“off, with, their, heads!”, and, the, procession, moved, on,, three, of, the]"
"soldiers remaining behind to execute the unfortunate gardeners, who ran",71,10,"[71.0,10.0]","[0.963384628870272,0.31057415604549354]","[soldiers, remaining, behind, to, execute, the, unfortunate, gardeners,, who, ran]"
to Alice for protection.,24,4,"[24.0,4.0]","[-0.631940823057776,-0.781249555642085]","[to, alice, for, protection.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“You shan’t be beheaded!” said Alice, and she put them into a large",67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[“you, shan’t, be, beheaded!”, said, alice,, and, she, put, them, into, a, large]"
flower-pot that stood near. The three soldiers wandered about for a,67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[flower-pot, that, stood, near., the, three, soldiers, wandered, about, for, a]"
"minute or two, looking for them, and then quietly marched off after the",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[minute, or, two,, looking, for, them,, and, then, quietly, marched, off, after, the]"
